2017-12-08 13:38:30Z Start

2017-12-08 13:38:52Z CONNECT Socket Error!
2017-12-08 14:34:05Z ..Refresh..12/8/2017 2:34:05 PM

2017-12-08 14:34:08Z ..Refresh..12/8/2017 2:34:08 PM

2017-12-08 14:34:11Z ..Refresh..12/8/2017 2:34:11 PM

2017-12-08 14:34:14Z ..Refresh..12/8/2017 2:34:14 PM

2017-12-08 14:34:17Z ..Refresh..12/8/2017 2:34:17 PM

2017-12-08 14:34:20Z ..Refresh..12/8/2017 2:34:20 PM

2017-12-08 14:34:23Z ..Refresh..12/8/2017 2:34:23 PM

2017-12-08 14:34:26Z ..Refresh..12/8/2017 2:34:26 PM

2017-12-08 14:34:29Z ..Refresh..12/8/2017 2:34:29 PM

2017-12-08 14:34:32Z ..Refresh..12/8/2017 2:34:32 PM

2017-12-08 14:34:35Z ..Refresh..12/8/2017 2:34:35 PM

2017-12-08 14:34:38Z ..Refresh..12/8/2017 2:34:38 PM

2017-12-08 14:34:41Z ..Refresh..12/8/2017 2:34:41 PM

2017-12-08 14:34:44Z ..Refresh..12/8/2017 2:34:44 PM

2017-12-08 14:34:47Z ..Refresh..12/8/2017 2:34:47 PM

2017-12-08 14:34:50Z ..Refresh..12/8/2017 2:34:50 PM

2017-12-08 14:34:53Z ..Refresh..12/8/2017 2:34:53 PM

2017-12-08 14:34:56Z ..Refresh..12/8/2017 2:34:56 PM

2017-12-08 14:34:59Z ..Refresh..12/8/2017 2:34:59 PM

2017-12-08 14:35:02Z ..Refresh..12/8/2017 2:35:02 PM

2017-12-08 14:35:05Z ..Refresh..12/8/2017 2:35:05 PM

2017-12-08 14:35:08Z ..Refresh..12/8/2017 2:35:08 PM

2017-12-08 14:35:11Z ..Refresh..12/8/2017 2:35:11 PM

2017-12-08 14:35:14Z ..Refresh..12/8/2017 2:35:14 PM

2017-12-08 14:35:17Z ..Refresh..12/8/2017 2:35:17 PM

2017-12-08 14:35:20Z ..Refresh..12/8/2017 2:35:20 PM

2017-12-08 14:35:23Z ..Refresh..12/8/2017 2:35:23 PM

2017-12-08 14:35:26Z ..Refresh..12/8/2017 2:35:26 PM

2017-12-08 14:35:29Z ..Refresh..12/8/2017 2:35:29 PM

2017-12-08 14:35:32Z ..Refresh..12/8/2017 2:35:32 PM

2017-12-08 14:35:35Z ..Refresh..12/8/2017 2:35:35 PM

2017-12-08 14:35:38Z ..Refresh..12/8/2017 2:35:38 PM

2017-12-08 14:35:41Z ..Refresh..12/8/2017 2:35:41 PM

2017-12-08 14:35:44Z ..Refresh..12/8/2017 2:35:44 PM

2017-12-08 14:35:47Z ..Refresh..12/8/2017 2:35:47 PM

2017-12-08 14:35:50Z ..Refresh..12/8/2017 2:35:50 PM

2017-12-08 14:35:53Z ..Refresh..12/8/2017 2:35:53 PM

2017-12-08 14:35:56Z ..Refresh..12/8/2017 2:35:56 PM

2017-12-08 14:35:59Z ..Refresh..12/8/2017 2:35:59 PM

2017-12-08 14:36:02Z ..Refresh..12/8/2017 2:36:02 PM

2017-12-08 14:36:05Z ..Refresh..12/8/2017 2:36:05 PM

2017-12-08 14:36:08Z ..Refresh..12/8/2017 2:36:08 PM

2017-12-08 14:36:11Z ..Refresh..12/8/2017 2:36:11 PM

2017-12-08 14:36:14Z ..Refresh..12/8/2017 2:36:14 PM

2017-12-08 14:36:17Z ..Refresh..12/8/2017 2:36:17 PM

2017-12-08 14:36:20Z ..Refresh..12/8/2017 2:36:20 PM

2017-12-08 14:36:23Z ..Refresh..12/8/2017 2:36:23 PM

2017-12-08 14:36:26Z ..Refresh..12/8/2017 2:36:26 PM

2017-12-08 14:36:29Z ..Refresh..12/8/2017 2:36:29 PM

2017-12-08 14:36:32Z ..Refresh..12/8/2017 2:36:32 PM

2017-12-08 14:36:35Z ..Refresh..12/8/2017 2:36:35 PM

2017-12-08 14:36:38Z ..Refresh..12/8/2017 2:36:38 PM

2017-12-08 14:36:41Z ..Refresh..12/8/2017 2:36:41 PM

2017-12-08 14:36:42Z 

2017-12-08 14:36:46Z Started

2017-12-08 14:36:46Z UE4 Folder Init.

2017-12-08 14:36:49Z UE4 Command Started.

2017-12-08 14:36:49Z D:\UnrealEngine-release-4.14.3\Engine\Binaries\Win64\UE4Editor-Cmd.exeD:\RallyTemplate\RallyTemplate.uproject -run=DerivedDataCache -fill

2017-12-08 14:36:52Z ..Refresh..12/8/2017 2:36:52 PM

2017-12-08 14:36:55Z ..Refresh..12/8/2017 2:36:55 PM

2017-12-08 14:36:58Z ..Refresh..12/8/2017 2:36:58 PM

2017-12-08 14:37:01Z ..Refresh..12/8/2017 2:37:01 PM

2017-12-08 14:37:04Z ..Refresh..12/8/2017 2:37:04 PM

2017-12-08 14:37:07Z ..Refresh..12/8/2017 2:37:07 PM

2017-12-08 14:37:10Z ..Refresh..12/8/2017 2:37:10 PM

2017-12-08 14:37:13Z ..Refresh..12/8/2017 2:37:13 PM

2017-12-08 14:37:16Z ..Refresh..12/8/2017 2:37:16 PM

